symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
HDFC,INE001A01036,2021-04-12,NSE,EQ,EQ,buy,false,8.000000,2417.399902,31322098,1100000020140180,2021-04-12T15:13:42
CDSL,INE736A01011,2021-05-11,NSE,EQ,EQ,buy,false,4.000000,802.650024,3962850,1000000014323968,2021-05-11T12:41:51
BALRAMCHIN,INE119A01028,2021-05-11,NSE,EQ,EQ,buy,false,9.000000,332.549988,3962848,1000000014323961,2021-05-11T12:41:51
ATGL,INE399L01023,2021-05-11,NSE,EQ,EQ,buy,false,2.000000,1329.550049,3962824,1000000014323862,2021-05-11T12:41:51
TATASTEEL,INE081A01012,2021-05-11,NSE,EQ,EQ,buy,false,4.000000,1231.849976,79279734,1300000014296392,2021-05-11T12:41:52
PRAJIND,INE074A01025,2021-05-11,NSE,EQ,EQ,buy,false,9.000000,342.450012,53412517,1200000011277937,2021-05-11T12:41:52
HINDALCO,INE038A01020,2021-05-11,NSE,EQ,EQ,buy,false,9.000000,416.850006,28679658,1100000011282426,2021-05-11T12:41:52
INTELLECT,INE306R01017,2021-05-11,NSE,EQ,EQ,buy,false,6.000000,778.000000,28679685,1100000011282468,2021-05-11T12:41:52
TATAELXSI,INE670A01012,2021-05-11,NSE,EQ,EQ,buy,false,1.000000,3609.949951,79279730,1300000014296372,2021-05-11T12:41:52
KPRMILL,INE930H01023,2021-05-11,NSE,EQ,EQ,buy,false,1.000000,1486.849976,53412440,1200000011277653,2021-05-11T12:41:52
PERSISTENT,INE262H01013,2021-05-11,NSE,EQ,EQ,buy,false,1.000000,2323.649902,53412483,1200000011277887,2021-05-11T12:41:52
LAURUSLABS,INE947Q01028,2021-05-11,NSE,EQ,EQ,buy,false,5.000000,490.899994,53412473,1200000011277864,2021-05-11T12:41:52
KPRMILL,INE930H01023,2021-05-11,NSE,EQ,EQ,buy,false,1.000000,1486.900024,53412441,1200000011277653,2021-05-11T12:41:52
JSWSTEEL,INE019A01038,2021-05-11,NSE,EQ,EQ,buy,false,4.000000,748.650024,53412424,1200000011277630,2021-05-11T12:41:52
LALPATHLAB,INE600L01024,2021-05-11,NSE,EQ,EQ,buy,false,1.000000,2868.350098,53412461,1200000011277817,2021-05-11T12:41:52
SAIL,INE114A01011,2021-05-11,NSE,EQ,EQ,buy,false,25.000000,142.750000,79279711,1300000014296316,2021-05-11T12:41:52
DEEPAKNTR,INE288B01029,2021-05-11,NSE,EQ,EQ,buy,false,2.000000,1779.750000,3963067,1000000014324265,2021-05-11T12:41:52
TATACHEM,INE092A01019,2021-05-11,NSE,EQ,EQ,buy,false,5.000000,702.450012,79332934,1300000014497230,2021-05-11T12:46:29
LALPATHLAB,INE600L01024,2021-05-17,BSE,EQ,A,sell,false,1.000000,2735.000000,5069700,1621222200015182557,2021-05-17T12:46:57
TATACHEM,INE092A01019,2021-05-17,BSE,EQ,A,sell,false,5.000000,706.400024,55128900,1621235863847265911,2021-05-17T13:16:10
GRINDWELL,INE536A01023,2021-05-17,NSE,EQ,EQ,buy,false,2.000000,1230.500000,28682623,1100000011528244,2021-05-17T13:23:14
PRINCEPIPE,INE689W01016,2021-05-17,NSE,EQ,EQ,buy,false,4.000000,619.950012,53393065,1200000012659454,2021-05-17T13:23:32
SAIL,INE114A01011,2021-05-31,BSE,EQ,A,sell,false,25.000000,126.849998,12338700,1622431800029919376,2021-05-31T15:18:18
SUPPETRO,INE663A01017,2021-05-31,NSE,EQ,EQ,buy,false,1.000000,775.250000,81009672,1300000019744500,2021-05-31T15:18:41
SUPPETRO,INE663A01017,2021-05-31,NSE,EQ,EQ,buy,false,1.000000,775.250000,81009675,1300000019744500,2021-05-31T15:18:41
SUPPETRO,INE663A01017,2021-05-31,NSE,EQ,EQ,buy,false,1.000000,775.250000,81009674,1300000019744500,2021-05-31T15:18:41
SUPPETRO,INE663A01017,2021-05-31,NSE,EQ,EQ,buy,false,1.000000,775.250000,81009673,1300000019744500,2021-05-31T15:18:41
IRFC,INE053F01010,2021-06-08,BSE,EQ,B,sell,false,575.000000,24.600000,7485100,1623123000000436218,2021-06-08T10:46:14
HINDALCO,INE038A01020,2021-06-30,NSE,EQ,EQ,sell,false,9.000000,375.799988,29037859,1100000012014170,2021-06-30T14:25:48
JSWSTEEL,INE019A01038,2021-06-30,NSE,EQ,EQ,sell,false,4.000000,686.900024,54060662,1200000014946083,2021-06-30T14:27:00
INTELLECT,INE306R01017,2021-06-30,NSE,EQ,EQ,buy,false,3.000000,734.450012,29224316,1100000012511845,2021-06-30T14:38:12
INTELLECT,INE306R01017,2021-06-30,BSE,EQ,A,sell,false,3.000000,733.200012,5693200,1625023800034688656,2021-06-30T14:39:12
CRISIL,INE007A01025,2021-06-30,NSE,EQ,EQ,buy,false,1.000000,2559.550049,3841872,1000000014688458,2021-06-30T14:39:44
CHAMBLFERT,INE085A01013,2021-06-30,NSE,EQ,EQ,buy,false,9.000000,306.000000,3846673,1000000014707090,2021-06-30T14:40:10
CYIENT,INE136B01020,2021-06-30,NSE,EQ,EQ,buy,false,3.000000,858.549988,3850194,1000000014719655,2021-06-30T14:40:28
FSL,INE684F01012,2021-06-30,NSE,EQ,EQ,buy,false,14.000000,188.399994,29255475,1100000012610058,2021-06-30T14:40:53
INTELLECT,INE306R01017,2021-07-05,BSE,EQ,A,sell,false,6.000000,724.900024,1882100,1625455800025173201,2021-07-05T10:07:20
SUPPETRO,INE663A01017,2021-07-05,BSE,EQ,T,sell,false,4.000000,700.000000,7929200,1625455800000303542,2021-07-05T10:08:12
