symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
HDFC,INE001A01036,2020-11-23,NSE,EQ,EQ,buy,false,1.000000,2284.000000,26533856,1100000005170287,2020-11-23T10:20:58
HDFC,INE001A01036,2020-11-23,NSE,EQ,EQ,buy,false,1.000000,2283.649902,26533847,1100000005170287,2020-11-23T10:20:58
HDFC,INE001A01036,2020-11-23,NSE,EQ,EQ,buy,false,1.000000,2283.850098,26533852,1100000005170287,2020-11-23T10:20:58
HDFC,INE001A01036,2020-11-23,NSE,EQ,EQ,buy,false,1.000000,2283.949951,26533855,1100000005170287,2020-11-23T10:20:58
HDFC,INE001A01036,2020-11-23,NSE,EQ,EQ,buy,false,1.000000,2283.800049,26533851,1100000005170287,2020-11-23T10:20:58
HDFC,INE001A01036,2020-11-23,NSE,EQ,EQ,buy,false,1.000000,2283.649902,26533848,1100000005170287,2020-11-23T10:20:58
HDFC,INE001A01036,2020-11-23,NSE,EQ,EQ,buy,false,1.000000,2283.899902,26533854,1100000005170287,2020-11-23T10:20:58
HDFC,INE001A01036,2020-11-23,NSE,EQ,EQ,buy,false,1.000000,2283.699951,26533849,1100000005170287,2020-11-23T10:20:58
HDFC,INE001A01036,2020-11-23,NSE,EQ,EQ,buy,false,1.000000,2283.750000,26533850,1100000005170287,2020-11-23T10:20:58
HDFC,INE001A01036,2020-11-23,NSE,EQ,EQ,buy,false,1.000000,2283.899902,26533853,1100000005170287,2020-11-23T10:20:58
HDFC,INE001A01036,2020-11-23,NSE,EQ,EQ,buy,false,10.000000,2251.000000,27076841,1100000007057817,2020-11-23T11:01:31
HDFC,INE001A01036,2020-12-03,NSE,EQ,EQ,buy,false,3.000000,2281.949951,25744914,1100000002355578,2020-12-03T09:39:29
HDFC,INE001A01036,2020-12-03,NSE,EQ,EQ,buy,false,1.000000,2281.949951,25744913,1100000002355578,2020-12-03T09:39:29
HDFC,INE001A01036,2020-12-03,NSE,EQ,EQ,buy,false,16.000000,2281.949951,25744912,1100000002355578,2020-12-03T09:39:29
CGPOWER,INE067A01029,2020-12-08,NSE,EQ,EQ,buy,false,180.000000,48.799999,1739538,1000000006639071,2020-12-08T10:50:14
CGPOWER,INE067A01029,2020-12-08,NSE,EQ,EQ,buy,false,2.000000,48.799999,1752353,1000000006688400,2020-12-08T10:51:11
CGPOWER,INE067A01029,2020-12-10,NSE,EQ,EQ,buy,false,50.000000,44.099998,2336956,1000000009444978,2020-12-10T12:11:16
CGPOWER,INE067A01029,2020-12-10,NSE,EQ,EQ,buy,false,40.000000,44.099998,2585849,1000000010405150,2020-12-10T12:41:21
HDFC,INE001A01036,2020-12-21,NSE,EQ,EQ,buy,false,20.000000,2374.000000,30035629,1100000016499292,2020-12-21T14:59:53
HINDUNILVR,INE030A01027,2020-12-21,NSE,EQ,EQ,buy,false,4.000000,2293.750000,30067524,1100000016590483,2020-12-21T15:00:53
HINDUNILVR,INE030A01027,2021-01-07,NSE,EQ,EQ,buy,false,1.000000,2373.800049,29436636,1100000013401158,2021-01-07T14:17:59
HINDUNILVR,INE030A01027,2021-01-07,NSE,EQ,EQ,buy,false,4.000000,2373.899902,29436637,1100000013401158,2021-01-07T14:17:59
HDFC,INE001A01036,2021-01-13,NSE,EQ,EQ,buy,false,1.000000,2688.899902,28055489,1100000009919823,2021-01-13T12:18:24
HDFC,INE001A01036,2021-01-13,NSE,EQ,EQ,buy,false,7.000000,2688.899902,28055491,1100000009919823,2021-01-13T12:18:24
HDFC,INE001A01036,2021-01-13,NSE,EQ,EQ,buy,false,2.000000,2688.899902,28055490,1100000009919823,2021-01-13T12:18:24
HDFC,INE001A01036,2021-01-13,NSE,EQ,EQ,buy,false,2.000000,2688.899902,28055488,1100000009919823,2021-01-13T12:18:24
HDFC,INE001A01036,2021-01-13,NSE,EQ,EQ,buy,false,8.000000,2688.899902,28055487,1100000009919823,2021-01-13T12:18:24
BHARTIARTL,INE397D01024,2021-01-21,NSE,EQ,EQ,buy,false,28.000000,594.400024,1555437,1000000005774278,2021-01-21T10:29:36
LXCHEM,INE576O01020,2021-03-31,NSE,EQ,EQ,sell,false,100.000000,174.899994,51580213,1200000004769335,2021-03-31T11:27:31
LXCHEM,INE576O01020,2021-03-31,NSE,EQ,EQ,sell,false,15.000000,174.850006,51580214,1200000004769335,2021-03-31T11:27:31
