symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
NIFTYBEES,INF204KB14I2,2024-06-18,NSE,EQ,EQ,sell,false,1808.000000,261.799988,50975402,1200000013580300,2024-06-18T10:04:56
JUNIORBEES,INF732E01045,2024-06-18,NSE,EQ,EQ,sell,false,321.000000,768.979980,51092204,1200000014594781,2024-06-18T10:08:07
JUNIORBEES,INF732E01045,2024-06-18,NSE,EQ,EQ,sell,false,415.000000,768.900024,51092205,1200000014594781,2024-06-18T10:08:07
NIFTYBEES,INF204KB14I2,2024-10-04,NSE,EQ,EQ,buy,false,715.000000,279.500000,410720459,1200000065717350,2024-10-04T15:03:55
GOLDBEES,INF204KB17I5,2024-10-30,BSE,EQ,E,buy,false,1.000000,66.989998,1464300,1730259900013083643,2024-10-30T13:36:04
GOLDBEES,INF204KB17I5,2024-10-30,BSE,EQ,E,sell,false,1.000000,66.980003,1599800,1730259900013092874,2024-10-30T14:38:03
GOLDBEES,INF204KB17I5,2024-10-30,BSE,EQ,E,buy,false,1.000000,67.000000,1602200,1730259900013092879,2024-10-30T14:38:57
SGBJUN31I,IN0020230069,2024-10-31,NSE,EQ,GB,buy,false,2.000000,8549.700195,607296992,1300000042567005,2024-10-31T14:34:05
SGBJUN31I,IN0020230069,2024-10-31,NSE,EQ,GB,buy,false,7.000000,8549.500000,607296991,1300000042567005,2024-10-31T14:34:05
SGBJUN31I,IN0020230069,2024-10-31,NSE,EQ,GB,buy,false,6.000000,8555.000000,607296993,1300000042567005,2024-10-31T14:34:05
SGBJUN31I,IN0020230069,2024-10-31,NSE,EQ,GB,buy,false,8.000000,8550.000000,607587135,1300000043621598,2024-10-31T14:42:34
SGBJUN31I,IN0020230069,2024-11-04,NSE,EQ,GB,buy,false,9.000000,8520.000000,608500290,1300000048634218,2024-11-04T14:34:21
SGBJUN31I,IN0020230069,2024-11-04,NSE,EQ,GB,buy,false,9.000000,8520.000000,608500272,1300000048634218,2024-11-04T14:34:21
SGBJUN31I,IN0020230069,2024-11-04,NSE,EQ,GB,buy,false,9.000000,8520.000000,608500257,1300000048634218,2024-11-04T14:34:21
SGBJUN31I,IN0020230069,2024-11-04,NSE,EQ,GB,buy,false,9.000000,8520.000000,608500282,1300000048634218,2024-11-04T14:34:21
SGBJUN31I,IN0020230069,2024-11-04,NSE,EQ,GB,buy,false,2.000000,8487.000000,608500170,1300000048634218,2024-11-04T14:34:21
SGBJUN31I,IN0020230069,2024-11-04,NSE,EQ,GB,buy,false,9.000000,8520.000000,608500255,1300000048634218,2024-11-04T14:34:21
SGBJUN31I,IN0020230069,2024-11-04,NSE,EQ,GB,buy,false,9.000000,8520.000000,608500244,1300000048634218,2024-11-04T14:34:21
SGBJUN31I,IN0020230069,2024-11-04,NSE,EQ,GB,buy,false,4.000000,8510.000000,608500171,1300000048634218,2024-11-04T14:34:21
SGBJUN31I,IN0020230069,2024-11-04,NSE,EQ,GB,buy,false,9.000000,8520.000000,608500172,1300000048634218,2024-11-04T14:34:21
SGBJUN31I,IN0020230069,2024-11-04,NSE,EQ,GB,buy,false,9.000000,8520.000000,608500202,1300000048634218,2024-11-04T14:34:21
SGBJUN31I,IN0020230069,2024-11-04,NSE,EQ,GB,buy,false,9.000000,8520.000000,608500212,1300000048634218,2024-11-04T14:34:21
SGBSEP31II,IN0020230093,2024-11-04,NSE,EQ,GB,buy,false,3.000000,8518.990234,608522908,1300000048764733,2024-11-04T14:35:26
SGBSEP31II,IN0020230093,2024-11-04,NSE,EQ,GB,buy,false,27.000000,8519.000000,608522909,1300000048764733,2024-11-04T14:35:26
GOLDBEES,INF204KB17I5,2024-11-07,NSE,EQ,EQ,buy,false,1.000000,64.120003,204647439,1100000029766774,2024-11-07T11:43:23
MON100,INF247L01AP3,2024-11-07,NSE,EQ,EQ,buy,false,1.000000,173.460007,406106849,1200000041101449,2024-11-07T12:40:32
MON100,INF247L01AP3,2024-11-07,NSE,EQ,EQ,buy,false,1.000000,173.460007,406108610,1200000041116777,2024-11-07T12:40:39
NIFTYBEES,INF204KB14I2,2024-11-13,NSE,EQ,EQ,buy,false,1.000000,265.390015,406457832,1200000039075761,2024-11-13T12:00:13
NIFTYBEES,INF204KB14I2,2024-11-13,NSE,EQ,EQ,sell,false,1.000000,263.899994,412251519,1200000071317501,2024-11-13T15:20:50
MIDCAPETF,INF769K01IC9,2024-11-21,NSE,EQ,EQ,buy,false,10000.000000,20.450001,405249470,1200000033973879,2024-11-21T11:54:14
JBMA,INE927D01044,2024-12-04,NSE,EQ,EQ,buy,false,12.000000,1619.300049,402830878,1200000015070641,2024-12-04T10:06:31
JBMA,INE927D01044,2024-12-04,NSE,EQ,EQ,buy,false,19.000000,1619.300049,402846536,1200000015070641,2024-12-04T10:06:31
CREDITACC,INE741K01010,2024-12-06,NSE,EQ,EQ,buy,false,53.000000,940.049988,798951,1000000004529905,2024-12-06T09:27:30
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,1.000000,199.550003,403224693,1200000020805833,2024-12-12T10:53:42
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,5.000000,199.500000,403224698,1200000020805833,2024-12-12T10:53:42
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,276.000000,199.759995,403224680,1200000020805833,2024-12-12T10:53:42
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,200.000000,199.699997,403224688,1200000020805833,2024-12-12T10:53:42
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,5.000000,199.759995,403224681,1200000020805833,2024-12-12T10:53:42
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,25.000000,199.589996,403224692,1200000020805833,2024-12-12T10:53:42
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,48.000000,199.750000,403224682,1200000020805833,2024-12-12T10:53:42
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,800.000000,199.610001,403224689,1200000020805833,2024-12-12T10:53:42
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,100.000000,199.500000,403224696,1200000020805833,2024-12-12T10:53:42
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,10.000000,199.750000,403224683,1200000020805833,2024-12-12T10:53:42
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,20.000000,199.750000,403224684,1200000020805833,2024-12-12T10:53:42
MON100,INF247L01AP3,2024-12-12,NSE,EQ,EQ,sell,false,100.000000,199.500000,403224697,1200000020805833,2024-12-12T10:53:42
