symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
HDFC,INE001A01036,2021-04-05,NSE,EQ,EQ,buy,false,1.000000,2427.149902,27126261,1100000007399008,2021-04-05T10:49:29
ASIANPAINT,INE021A01026,2021-04-05,NSE,EQ,EQ,buy,false,1.000000,2494.850098,3220683,1000000014315057,2021-04-05T12:46:06
VEDL,INE205A01025,2021-04-12,BSE,EQ,A,buy,false,20.000000,223.000000,5392500,1618198200108330369,2021-04-12T09:52:51
ITC,INE154A01025,2021-04-12,NSE,EQ,EQ,buy,false,15.000000,208.750000,26478904,1100000004866307,2021-04-12T09:53:15
ASIANPAINT,INE021A01026,2021-04-12,NSE,EQ,EQ,buy,false,1.000000,2572.350098,2084756,1000000007968360,2021-04-12T10:13:34
ASIANPAINT,INE021A01026,2021-04-19,BSE,EQ,A,buy,false,1.000000,2606.000000,1016900,1618803000089090803,2021-04-19T09:26:14
CENTURYTEX,INE055A01016,2021-04-19,NSE,EQ,EQ,buy,false,5.000000,446.750000,3814930,1000000014665742,2021-04-19T12:43:02
ITC,INE154A01025,2021-04-19,NSE,EQ,EQ,buy,false,5.000000,204.300003,28201280,1100000010838406,2021-04-19T12:43:44
MAHABANK,INE457A01014,2021-04-19,NSE,EQ,EQ,buy,false,6.000000,23.500000,54257333,1200000016650618,2021-04-19T15:08:55
HINDUNILVR,INE030A01027,2021-04-22,NSE,EQ,EQ,buy,false,4.000000,2340.649902,27041471,1100000006780728,2021-04-22T11:04:39
ASIANPAINT,INE021A01026,2021-04-22,NSE,EQ,EQ,buy,false,2.000000,2507.300049,2079563,1000000008495009,2021-04-22T11:05:00
ASIANPAINT,INE021A01026,2021-04-22,NSE,EQ,EQ,buy,false,2.000000,2507.300049,2079562,1000000008495009,2021-04-22T11:05:00
CGPOWER,INE067A01029,2021-04-22,NSE,EQ,EQ,buy,false,50.000000,65.300003,2133154,1000000008694274,2021-04-22T11:09:32
CGPOWER,INE067A01029,2021-04-22,NSE,EQ,EQ,buy,false,10.000000,65.250000,2133153,1000000008694274,2021-04-22T11:09:32
N100,INF247L01031,2021-04-23,NSE,EQ,EQ,buy,false,1.000000,1017.530029,51906538,1200000007124333,2021-04-23T11:23:04
ITC,INE154A01025,2021-04-29,NSE,EQ,EQ,buy,false,1.000000,204.600006,29284255,1100000016929301,2021-04-29T14:52:19
N100,INF247L01031,2021-04-29,NSE,EQ,EQ,buy,false,1.000000,1025.989990,53897985,1200000016384316,2021-04-29T14:52:28
HINDUNILVR,INE030A01027,2021-04-30,NSE,EQ,EQ,buy,false,1.000000,2372.600098,26415657,1100000004523319,2021-04-30T10:13:01
ASIANPAINT,INE021A01026,2021-04-30,BSE,EQ,A,buy,false,1.000000,2562.949951,6147100,1619753400008690837,2021-04-30T14:49:35
N100,INF247L01031,2021-05-05,NSE,EQ,EQ,buy,false,5.000000,994.000000,51861410,1200000007317880,2021-05-05T11:22:52
N100,INF247L01031,2021-05-06,NSE,EQ,EQ,buy,false,1.000000,988.489990,54325091,1200000016026163,2021-05-06T15:12:55
MAHABANK,INE457A01014,2021-05-10,BSE,EQ,A,buy,false,20.000000,24.950001,367100,1620616639125088024,2021-05-10T09:15:05
N100,INF247L01031,2021-05-11,BSE,EQ,E,buy,false,2.000000,977.460022,89300,1620704700073002355,2021-05-11T09:23:14
N100,INF247L01031,2021-05-11,BSE,EQ,E,buy,false,1.000000,977.510010,89500,1620704700073002355,2021-05-11T09:23:14
ASIANPAINT,INE021A01026,2021-05-14,NSE,EQ,EQ,sell,false,10.000000,2784.899902,2778710,1000000010063039,2021-05-14T10:45:18
N100,INF247L01031,2021-05-14,NSE,EQ,EQ,buy,false,3.000000,960.960022,52302417,1200000008588072,2021-05-14T11:00:30
BHARTIARTL,INE397D01024,2021-05-18,NSE,EQ,EQ,buy,false,3.000000,536.500000,5364730,1000000019806685,2021-05-18T14:50:37
N100,INF247L01031,2021-05-19,NSE,EQ,EQ,buy,false,3.000000,951.349976,51596470,1200000005664011,2021-05-19T10:36:24
VEDL,INE205A01025,2021-05-21,NSE,EQ,EQ,sell,false,1.000000,276.799988,78238607,1300000011634618,2021-05-21T12:37:34
VEDL,INE205A01025,2021-05-21,NSE,EQ,EQ,sell,false,29.000000,276.899994,78240011,1300000011638509,2021-05-21T12:37:41
GRINDWELL,INE536A01023,2021-05-21,NSE,EQ,EQ,buy,false,4.000000,1187.599976,28601302,1100000010563082,2021-05-21T12:55:05
GRINDWELL,INE536A01023,2021-05-24,NSE,EQ,EQ,buy,false,4.000000,1197.500000,26184946,1100000003770665,2021-05-24T09:58:59
CENTURYTEX,INE055A01016,2021-05-24,NSE,EQ,EQ,sell,false,38.000000,507.549988,2486107,1000000009394179,2021-05-24T11:08:48
CENTURYTEX,INE055A01016,2021-05-24,NSE,EQ,EQ,sell,false,2.000000,507.500000,2486108,1000000009394179,2021-05-24T11:08:48
JSWSTEEL,INE019A01038,2021-05-26,NSE,EQ,EQ,buy,false,28.000000,680.950012,53609117,1200000012772834,2021-05-26T13:22:37
JSWSTEEL,INE019A01038,2021-06-07,NSE,EQ,EQ,sell,false,1.000000,719.549988,53843045,1200000012657430,2021-06-07T13:00:43
JSWSTEEL,INE019A01038,2021-06-07,NSE,EQ,EQ,sell,false,18.000000,719.500000,53843047,1200000012657430,2021-06-07T13:00:43
JSWSTEEL,INE019A01038,2021-06-07,NSE,EQ,EQ,sell,false,5.000000,719.500000,53843046,1200000012657430,2021-06-07T13:00:43
GRINDWELL,INE536A01023,2021-06-07,NSE,EQ,EQ,sell,false,2.000000,1199.050049,28890193,1100000011711950,2021-06-07T13:03:14
GRINDWELL,INE536A01023,2021-06-07,NSE,EQ,EQ,sell,false,4.000000,1199.099976,28897639,1100000011734697,2021-06-07T13:03:48
DEEPAKNTR,INE288B01029,2021-06-07,NSE,EQ,EQ,buy,false,1.000000,1750.699951,4628924,1000000016377425,2021-06-07T13:14:00
KPRMILL,INE930H01023,2021-06-07,NSE,EQ,EQ,buy,false,1.000000,1571.650024,53997324,1200000013231130,2021-06-07T13:14:00
DEEPAKNTR,INE288B01029,2021-06-07,NSE,EQ,EQ,buy,false,1.000000,1750.699951,4628923,1000000016377425,2021-06-07T13:14:00
HINDALCO,INE038A01020,2021-06-07,NSE,EQ,EQ,buy,false,9.000000,396.399994,29010988,1100000012152226,2021-06-07T13:14:00
PERSISTENT,INE262H01013,2021-06-07,NSE,EQ,EQ,buy,false,1.000000,2455.500000,53997333,1200000013231198,2021-06-07T13:14:00
INTELLECT,INE306R01017,2021-06-07,NSE,EQ,EQ,buy,false,6.000000,737.049988,29010996,1100000012152318,2021-06-07T13:14:00
CDSL,INE736A01011,2021-06-07,NSE,EQ,EQ,buy,false,4.000000,985.849976,4628919,1000000016377380,2021-06-07T13:14:00
KPRMILL,INE930H01023,2021-06-07,NSE,EQ,EQ,buy,false,1.000000,1571.599976,53997323,1200000013231130,2021-06-07T13:14:00
BALRAMCHIN,INE119A01028,2021-06-07,NSE,EQ,EQ,buy,false,9.000000,334.500000,4628913,1000000016377341,2021-06-07T13:14:00
LAURUSLABS,INE947Q01028,2021-06-07,NSE,EQ,EQ,buy,false,6.000000,567.400024,53997328,1200000013231172,2021-06-07T13:14:00
ATGL,INE399L01023,2021-06-07,NSE,EQ,EQ,buy,false,2.000000,1621.800049,4628907,1000000016377288,2021-06-07T13:14:00
SUPPETRO,INE663A01017,2021-06-07,NSE,EQ,EQ,buy,false,4.000000,769.750000,79369556,1300000015453192,2021-06-07T13:14:01
TATASTEEL,INE081A01012,2021-06-07,NSE,EQ,EQ,buy,false,4.000000,1133.400024,79369599,1300000015453343,2021-06-07T13:14:01
PRAJIND,INE074A01025,2021-06-07,NSE,EQ,EQ,buy,false,9.000000,392.950012,53997339,1200000013231216,2021-06-07T13:14:01
PRINCEPIPE,INE689W01016,2021-06-07,NSE,EQ,EQ,buy,false,4.000000,705.849976,53997345,1200000013231238,2021-06-07T13:14:01
TATAELXSI,INE670A01012,2021-06-07,NSE,EQ,EQ,buy,false,1.000000,3602.949951,79369594,1300000015453297,2021-06-07T13:14:01
APLAPOLLO,INE702C01027,2021-06-07,NSE,EQ,EQ,buy,false,2.000000,1332.599976,4715849,1000000016722052,2021-06-07T13:21:15
APLAPOLLO,INE702C01027,2021-06-07,NSE,EQ,EQ,buy,false,1.000000,1332.650024,4715850,1000000016722052,2021-06-07T13:21:15
MAHABANK,INE457A01014,2021-06-07,NSE,EQ,EQ,sell,false,97.000000,29.400000,54766452,1200000015993748,2021-06-07T14:22:53
CGPOWER,INE067A01029,2021-06-18,BSE,EQ,T,buy,false,25.000000,78.599998,23731800,1623987000000382545,2021-06-18T12:02:19
HINDALCO,INE038A01020,2021-06-21,BSE,EQ,A,sell,false,9.000000,367.049988,4837100,1624246200078473103,2021-06-21T10:40:30
JSWSTEEL,INE019A01038,2021-06-21,BSE,EQ,A,sell,false,1.000000,671.500000,8827700,1624248591492720434,2021-06-21T10:40:41
JSWSTEEL,INE019A01038,2021-06-21,BSE,EQ,A,sell,false,3.000000,671.450012,8827900,1624248591492720434,2021-06-21T10:40:41
INTELLECT,INE306R01017,2021-06-21,BSE,EQ,A,sell,false,1.000000,748.750000,4446500,1624246200154311568,2021-06-21T10:41:09
INTELLECT,INE306R01017,2021-06-21,BSE,EQ,A,sell,false,1.000000,748.799988,4446300,1624246200154311568,2021-06-21T10:41:09
FSL,INE684F01012,2021-06-21,NSE,EQ,EQ,buy,false,14.000000,163.750000,26866925,1100000005997702,2021-06-21T10:43:54
CHAMBLFERT,INE085A01013,2021-06-21,NSE,EQ,EQ,buy,false,9.000000,312.450012,2046949,1000000008037659,2021-06-21T10:43:54
CYIENT,INE136B01020,2021-06-21,NSE,EQ,EQ,buy,false,3.000000,894.150024,2046968,1000000008037725,2021-06-21T10:43:54
CRISIL,INE007A01025,2021-06-21,NSE,EQ,EQ,buy,false,1.000000,2689.899902,2046950,1000000008037677,2021-06-21T10:43:54
ATGL,INE399L01023,2021-06-21,NSE,EQ,BE,sell,false,2.000000,1321.349976,5880605,1000000022466937,2021-06-21T15:25:25
ONGC,INE213A01029,2021-06-25,NSE,EQ,EQ,buy,false,100.000000,123.699997,50504086,1200000001904961,2021-06-25T09:31:59
INTELLECT,INE306R01017,2021-07-05,BSE,EQ,A,sell,false,4.000000,727.250000,1277500,1625455800025099375,2021-07-05T09:44:26
SUPPETRO,INE663A01017,2021-07-05,BSE,EQ,T,sell,false,4.000000,695.049988,5871300,1625455800000293443,2021-07-05T09:44:47
JKPAPER,INE789E01012,2021-07-05,NSE,EQ,EQ,buy,false,6.000000,223.350006,50963328,1200000002902435,2021-07-05T09:45:46
JKPAPER,INE789E01012,2021-07-05,NSE,EQ,EQ,buy,false,5.000000,223.149994,50963327,1200000002902435,2021-07-05T09:45:46
DCMSHRIRAM,INE499A01024,2021-07-05,NSE,EQ,EQ,buy,false,4.000000,923.750000,26023732,1100000003057053,2021-07-05T09:46:08
HDFC,INE001A01036,2021-07-20,NSE,EQ,EQ,sell,false,32.000000,2470.000000,25003133,1100000000017874,2021-07-20T09:07:10
HINDUNILVR,INE030A01027,2021-07-20,NSE,EQ,EQ,sell,false,16.000000,2403.000000,25006631,1100000000016182,2021-07-20T09:07:10
BHARTIARTL,INE397D01024,2021-07-20,NSE,EQ,EQ,sell,false,37.000000,536.450012,10642,1000000000015962,2021-07-20T09:07:10
ITC,INE154A01025,2021-07-20,NSE,EQ,EQ,sell,false,61.000000,208.199997,25008721,1100000000016200,2021-07-20T09:07:10
ASIANPAINT,INE021A01026,2021-07-20,NSE,EQ,EQ,sell,false,5.000000,2996.000000,2215,1000000000014498,2021-07-20T09:07:10
ALKYLAMINE,INE150B01039,2021-07-20,NSE,EQ,EQ,buy,false,2.000000,3692.600098,53190,1000000000268321,2021-07-20T09:15:19
HEROMOTOCO,INE158A01026,2021-07-20,NSE,EQ,EQ,buy,false,3.000000,2887.500000,25062126,1100000000345938,2021-07-20T09:15:20
BALKRISIND,INE787D01026,2021-07-20,NSE,EQ,EQ,buy,false,9.000000,2356.800049,54043,1000000000269775,2021-07-20T09:15:20
BSE,INE118H01025,2021-07-20,NSE,EQ,EQ,buy,false,12.000000,1372.900024,54352,1000000000270469,2021-07-20T09:15:20
GARFIBRES,INE276A01018,2021-07-20,NSE,EQ,EQ,buy,false,3.000000,3372.199951,25061834,1100000000345351,2021-07-20T09:15:20
GARFIBRES,INE276A01018,2021-07-20,NSE,EQ,EQ,buy,false,3.000000,3369.949951,25061833,1100000000345351,2021-07-20T09:15:20
ATUL,INE100A01010,2021-07-20,NSE,EQ,EQ,buy,false,2.000000,9258.950195,53812,1000000000269387,2021-07-20T09:15:20
BSE,INE118H01025,2021-07-20,NSE,EQ,EQ,buy,false,8.000000,1372.949951,54353,1000000000270469,2021-07-20T09:15:20
IRCTC,INE335Y01012,2021-07-20,NSE,EQ,EQ,buy,false,3.000000,2433.050049,25062366,1100000000346395,2021-07-20T09:15:21
LALPATHLAB,INE600L01024,2021-07-20,NSE,EQ,EQ,buy,false,2.000000,3443.199951,50040083,1200000000259907,2021-07-20T09:15:21
NAUKRI,INE663F01024,2021-07-20,NSE,EQ,EQ,buy,false,2.000000,5144.049805,50040836,1200000000261320,2021-07-20T09:15:21
